name	descr	gene	prot_len	fs_len	org_name	kingdom	phylum	genus
BQ4888_RS13830_fs_BQ4888_RS13825	magnesium chelatase ATPase subunit I | VWA domain-containing protein	NA	665	-1	Desulfuromonas acetexigens	Bacteria	Proteobacteria	Desulfuromonas
BM198_RS23215	magnesium chelatase	NA	335	NA	Pseudomonas otitidis	Bacteria	Proteobacteria	Pseudomonas
BM198_RS23215_fs_BM198_RS23210	magnesium chelatase | VWA domain-containing protein	NA	553	-1	Pseudomonas otitidis	Bacteria	Proteobacteria	Pseudomonas
BM198_RS23250	cobaltochelatase subunit CobN	NA	1244	NA	Pseudomonas otitidis	Bacteria	Proteobacteria	Pseudomonas
BM199_RS05465	VWA domain-containing protein	NA	678	NA	Amycolatopsis marina	Bacteria	Actinobacteria	Amycolatopsis
BM199_RS05530	cobaltochelatase subunit CobN	NA	1206	NA	Amycolatopsis marina	Bacteria	Actinobacteria	Amycolatopsis
BM199_RS06005	cobaltochelatase subunit CobS	NA	322	NA	Amycolatopsis marina	Bacteria	Actinobacteria	Amycolatopsis
BM199_RS06000	cobalt chelatase	NA	566	NA	Amycolatopsis marina	Bacteria	Actinobacteria	Amycolatopsis
BM199_RS27285	magnesium chelatase	NA	467	NA	Amycolatopsis marina	Bacteria	Actinobacteria	Amycolatopsis
BM242_RS12935	VWA domain-containing protein	NA	726	NA	Streptomyces aidingensis	Bacteria	Actinobacteria	Streptomyces
BM242_RS12930	cobaltochelatase subunit CobN	NA	1252	NA	Streptomyces aidingensis	Bacteria	Actinobacteria	Streptomyces
BM202_RS01935	VWA domain-containing protein	NA	645	NA	Spirosoma endophyticum	Bacteria	Bacteroidetes	Spirosoma
BM202_RS01950	cobaltochelatase subunit CobN	cobN	1429	NA	Spirosoma endophyticum	Bacteria	Bacteroidetes	Spirosoma
BM158_RS10300	VWA domain-containing protein	NA	676	NA	Geodermatophilus taihuensis	Bacteria	Actinobacteria	Geodermatophilus
BM158_RS10070	cobaltochelatase subunit CobN	NA	1199	NA	Geodermatophilus taihuensis	Bacteria	Actinobacteria	Geodermatophilus
BM158_RS08750	hypothetical protein	NA	663	NA	Geodermatophilus taihuensis	Bacteria	Actinobacteria	Geodermatophilus
BM295_RS00405	VWA domain-containing protein	NA	670	NA	Saccharopolyspora jiangxiensis	Bacteria	Actinobacteria	Saccharopolyspora
BM295_RS00510	cobaltochelatase subunit CobN	NA	1203	NA	Saccharopolyspora jiangxiensis	Bacteria	Actinobacteria	Saccharopolyspora
BM295_RS03745	magnesium chelatase	NA	466	NA	Saccharopolyspora jiangxiensis	Bacteria	Actinobacteria	Saccharopolyspora
BM079_RS01065	VWA domain-containing protein	NA	650	NA	Kushneria avicenniae	Bacteria	Proteobacteria	Kushneria
BM079_RS01090	cobaltochelatase subunit CobN	NA	1293	NA	Kushneria avicenniae	Bacteria	Proteobacteria	Kushneria
BM076_RS16835	VWA domain-containing protein	NA	689	NA	Streptomyces alni	Bacteria	Actinobacteria	Streptomyces
BM076_RS16830	cobaltochelatase subunit CobN	NA	1230	NA	Streptomyces alni	Bacteria	Actinobacteria	Streptomyces
BM159_RS01860	VWA domain-containing protein	NA	643	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS01720	cobaltochelatase subunit CobN	cobN	1263	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS01880	cobaltochelatase subunit CobN	cobN	1263	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS01865	magnesium chelatase ATPase subunit I	NA	341	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS09530	VWA domain-containing protein	NA	635	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS09520	cobaltochelatase subunit CobN	cobN	1242	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM159_RS09525	magnesium chelatase ATPase subunit I	NA	340	NA	Succiniclasticum ruminis DSM 9236	Bacteria	Firmicutes	Succiniclasticum
BM290_RS09305	VWA domain-containing protein	NA	766	NA	Actinoplanes philippinensis	Bacteria	Actinobacteria	Actinoplanes
BM290_RS08210	magnesium chelatase	NA	474	NA	Actinoplanes philippinensis	Bacteria	Actinobacteria	Actinoplanes
BM290_RS15775	cobaltochelatase subunit CobN	NA	1190	NA	Actinoplanes philippinensis	Bacteria	Actinobacteria	Actinoplanes
BM056_RS04455	magnesium chelatase	NA	1579	NA	Desulfotomaculum arcticum	Bacteria	Firmicutes	Desulfotomaculum
BM056_RS04855	PAS domain-containing protein	NA	570	NA	Desulfotomaculum arcticum	Bacteria	Firmicutes	Desulfotomaculum
BM056_RS16635	VWA domain-containing protein	NA	670	NA	Desulfotomaculum arcticum	Bacteria	Firmicutes	Desulfotomaculum
BM056_RS16640	magnesium chelatase ATPase subunit I	NA	353	NA	Desulfotomaculum arcticum	Bacteria	Firmicutes	Desulfotomaculum
BM249_RS02020	cobaltochelatase subunit CobS	cobS	327	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM249_RS02010	cobaltochelatase subunit CobT	cobT	634	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM249_RS02515	cobaltochelatase subunit CobN	NA	1168	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM249_RS12680	magnesium chelatase ATPase subunit I	bchI	374	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM249_RS12735	magnesium chelatase subunit H	NA	1253	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM249_RS12675	VWA domain-containing protein	bchD	568	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
BM204_RS19525	cobaltochelatase subunit CobN	NA	1200	NA	Nocardioides psychrotolerans	Bacteria	Actinobacteria	Nocardioides
BM204_RS21575	VWA domain-containing protein	NA	678	NA	Nocardioides psychrotolerans	Bacteria	Actinobacteria	Nocardioides
BM064_RS03525	magnesium chelatase ATPase subunit I	bchI	334	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BM064_RS03465	magnesium chelatase subunit H	NA	1199	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BM064_RS03520	VWA domain-containing protein	NA	593	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BM064_RS07415	cobaltochelatase subunit CobN	NA	1231	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BM064_RS13195	cobaltochelatase subunit CobS	cobS	329	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BM064_RS13190	cobaltochelatase subunit CobT	cobT	628	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
BMZ32_RS07535	magnesium chelatase	NA	338	NA	Pseudomonas guineae	Bacteria	Proteobacteria	Pseudomonas
BMZ32_RS07535_fs_BMZ32_RS07540	magnesium chelatase | VWA domain-containing protein	NA	568	-1	Pseudomonas guineae	Bacteria	Proteobacteria	Pseudomonas
BMZ32_RS07530	cobaltochelatase subunit CobN	NA	1244	NA	Pseudomonas guineae	Bacteria	Proteobacteria	Pseudomonas
BM166_RS00175	magnesium chelatase	NA	353	NA	Paraburkholderia megapolitana	Bacteria	Proteobacteria	Paraburkholderia
BM166_RS00175_fs_BM166_RS00180	magnesium chelatase | magnesium chelatase	NA	579	-1	Paraburkholderia megapolitana	Bacteria	Proteobacteria	Paraburkholderia
BM166_RS00170	cobaltochelatase subunit CobN	NA	1280	NA	Paraburkholderia megapolitana	Bacteria	Proteobacteria	Paraburkholderia
BM166_RS14260	VWA domain-containing protein	NA	583	NA	Paraburkholderia megapolitana	Bacteria	Proteobacteria	Paraburkholderia
BM002_RS04720	cobaltochelatase subunit CobS	cobS	330	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM002_RS04740	cobaltochelatase subunit CobT	cobT	623	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM002_RS08040	cobaltochelatase subunit CobN	NA	1219	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM002_RS18255	magnesium chelatase ATPase subunit I	bchI	337	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM002_RS18395	DUF3479 domain-containing protein	bchH	1181	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM002_RS18250	VWA domain-containing protein	NA	551	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
BM108_RS05650	VWA domain-containing protein	NA	690	NA	Natronobacterium gregoryi	Archaea	Euryarchaeota	Natronobacterium
BM108_RS05645	cobaltochelatase subunit CobN	NA	1300	NA	Natronobacterium gregoryi	Archaea	Euryarchaeota	Natronobacterium
BMZ92_RS00430	magnesium chelatase	NA	465	NA	Amycolatopsis sacchari	Bacteria	Actinobacteria	Amycolatopsis
BMZ92_RS05370	VWA domain-containing protein	NA	646	NA	Amycolatopsis sacchari	Bacteria	Actinobacteria	Amycolatopsis
BMZ92_RS05445	cobaltochelatase subunit CobN	NA	1180	NA	Amycolatopsis sacchari	Bacteria	Actinobacteria	Amycolatopsis
BM177_RS12325	cobaltochelatase subunit CobS	cobS	332	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM177_RS12330	cobaltochelatase subunit CobT	cobT	644	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM177_RS14360	magnesium chelatase ATPase subunit I	bchI	341	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM177_RS14495	magnesium chelatase subunit H	NA	1254	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM177_RS14365	VWA domain-containing protein	bchD	601	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM177_RS15795	cobaltochelatase subunit CobN	NA	1135	NA	Methylocapsa palsarum	Bacteria	Proteobacteria	Methylocapsa
BM041_RS01610	magnesium chelatase ATPase subunit I	bchI	355	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
BM041_RS01555	magnesium chelatase subunit H	NA	1201	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
BM041_RS05815	cobaltochelatase subunit CobS	cobS	336	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
BM041_RS05820	cobaltochelatase subunit CobT	cobT	622	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
BM041_RS01615	VWA domain-containing protein	bchD	592	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
BMZ50_RS13685	hypothetical protein	NA	661	NA	Geodermatophilus ruber	Bacteria	Actinobacteria	Geodermatophilus
BMZ50_RS18260	VWA domain-containing protein	NA	666	NA	Geodermatophilus ruber	Bacteria	Actinobacteria	Geodermatophilus
BMZ50_RS18345	cobaltochelatase subunit CobN	NA	1205	NA	Geodermatophilus ruber	Bacteria	Actinobacteria	Geodermatophilus
BM337_RS16830	VWA domain-containing protein	NA	730	NA	Halomicrobium zhouii	Archaea	Euryarchaeota	Halomicrobium
BM337_RS16825	cobaltochelatase subunit CobN	cobN	1307	NA	Halomicrobium zhouii	Archaea	Euryarchaeota	Halomicrobium
BM400_RS16460	VWA domain-containing protein	NA	557	NA	Granulicella pectinivorans	Bacteria	Acidobacteria	Granulicella
BM400_RS16455	cobalt chelatase	NA	1454	NA	Granulicella pectinivorans	Bacteria	Acidobacteria	Granulicella
BM400_RS09590	magnesium chelatase	NA	513	NA	Granulicella pectinivorans	Bacteria	Acidobacteria	Granulicella
BM316_RS08295	cobaltochelatase subunit CobS	cobS	328	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM316_RS08305	cobaltochelatase subunit CobT	cobT	626	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM316_RS11840	magnesium chelatase ATPase subunit I	bchI	334	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM316_RS11770	magnesium chelatase subunit H	NA	1181	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM316_RS11835	VWA domain-containing protein	NA	559	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM316_RS13910	cobaltochelatase subunit CobN	NA	1233	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
BM252_RS03070	VWA domain-containing protein	NA	656	NA	Rugamonas rubra	Bacteria	Proteobacteria	Rugamonas
BM252_RS03075	cobaltochelatase subunit CobN	NA	1381	NA	Rugamonas rubra	Bacteria	Proteobacteria	Rugamonas
BM214_RS04555	VWA domain-containing protein	bchD	599	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM214_RS04550	magnesium chelatase ATPase subunit I	bchI	341	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM214_RS04920	magnesium chelatase subunit H	NA	1260	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM214_RS11455	magnesium chelatase	NA	353	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM214_RS11455_fs_BM214_RS11450	magnesium chelatase | VWA domain-containing protein	NA	575	-1	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM214_RS11460	cobaltochelatase subunit CobN	NA	1257	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
BM091_RS03510	VWA domain-containing protein	NA	686	NA	Thermodesulforhabdus norvegica	Bacteria	Proteobacteria	Thermodesulforhabdus
BM091_RS01390	hypothetical protein	NA	1354	NA	Thermodesulforhabdus norvegica	Bacteria	Proteobacteria	Thermodesulforhabdus
BM091_RS03515	magnesium chelatase ATPase subunit I	NA	326	NA	Thermodesulforhabdus norvegica	Bacteria	Proteobacteria	Thermodesulforhabdus
BM091_RS06940	VWA domain-containing protein	NA	648	NA	Thermodesulforhabdus norvegica	Bacteria	Proteobacteria	Thermodesulforhabdus
BM093_RS08310	cobaltochelatase subunit CobN	NA	1260	NA	Pseudonocardia ammonioxydans	Bacteria	Actinobacteria	Pseudonocardia
BM093_RS24335	magnesium chelatase	NA	464	NA	Pseudonocardia ammonioxydans	Bacteria	Actinobacteria	Pseudonocardia
BM093_RS27930	VWA domain-containing protein	NA	738	NA	Pseudonocardia ammonioxydans	Bacteria	Actinobacteria	Pseudonocardia
BM339_RS21800	VWA domain-containing protein	NA	720	NA	Actinomadura madurae	Bacteria	Actinobacteria	Actinomadura
BM339_RS21815	cobaltochelatase subunit CobN	NA	1191	NA	Actinomadura madurae	Bacteria	Actinobacteria	Actinomadura
BM339_RS29145	magnesium chelatase	NA	301	NA	Actinomadura madurae	Bacteria	Actinobacteria	Actinomadura
BM339_RS29140	hypothetical protein	NA	596	NA	Actinomadura madurae	Bacteria	Actinobacteria	Actinomadura
BM362_RS36720	VWA domain-containing protein	NA	659	NA	Amycolatopsis rubida	Bacteria	Actinobacteria	Amycolatopsis
BM362_RS36805	cobaltochelatase subunit CobN	NA	1201	NA	Amycolatopsis rubida	Bacteria	Actinobacteria	Amycolatopsis
BM362_RS38760	magnesium chelatase	NA	465	NA	Amycolatopsis rubida	Bacteria	Actinobacteria	Amycolatopsis
BM362_RS43595	cobaltochelatase subunit CobS	NA	314	NA	Amycolatopsis rubida	Bacteria	Actinobacteria	Amycolatopsis
BM362_RS43590	cobalt chelatase	NA	566	NA	Amycolatopsis rubida	Bacteria	Actinobacteria	Amycolatopsis
BM165_RS04090	hypothetical protein	NA	660	NA	Geodermatophilus obscurus	Bacteria	Actinobacteria	Geodermatophilus
BM165_RS07635	VWA domain-containing protein	NA	684	NA	Geodermatophilus obscurus	Bacteria	Actinobacteria	Geodermatophilus
BM165_RS07880	cobaltochelatase subunit CobN	NA	1209	NA	Geodermatophilus obscurus	Bacteria	Actinobacteria	Geodermatophilus
BM051_RS02875	VWA domain-containing protein	NA	679	NA	Yuhushiella deserti	Bacteria	Actinobacteria	Yuhushiella
BM051_RS02950	cobaltochelatase subunit CobN	NA	1201	NA	Yuhushiella deserti	Bacteria	Actinobacteria	Yuhushiella
BM162_RS02815	magnesium chelatase ATPase subunit I	bchI	341	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM162_RS02885	magnesium chelatase subunit H	NA	1182	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM162_RS02820	VWA domain-containing protein	NA	550	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM162_RS03670	cobaltochelatase subunit CobT	cobT	624	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM162_RS04355	cobaltochelatase subunit CobS	cobS	328	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM162_RS08470	cobaltochelatase subunit CobN	NA	1246	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
BM297_RS16925	magnesium chelatase	NA	333	NA	Pseudomonas sagittaria	Bacteria	Proteobacteria	Pseudomonas
BM297_RS16925_fs_BM297_RS16920	magnesium chelatase | VWA domain-containing protein	NA	554	-1	Pseudomonas sagittaria	Bacteria	Proteobacteria	Pseudomonas
BM297_RS16930	cobaltochelatase subunit CobN	NA	1244	NA	Pseudomonas sagittaria	Bacteria	Proteobacteria	Pseudomonas
BM171_RS02250	magnesium chelatase ATPase subunit I	bchI	334	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM171_RS02395	magnesium chelatase subunit H	NA	1186	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM171_RS02245	VWA domain-containing protein	NA	557	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM171_RS07025	cobaltochelatase subunit CobT	cobT	625	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM171_RS12595	cobaltochelatase subunit CobN	NA	1096	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM171_RS13705	cobaltochelatase subunit CobS	cobS	328	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
BM424_RS02230	VWA domain-containing protein	NA	674	NA	Saccharopolyspora flava	Bacteria	Actinobacteria	Saccharopolyspora
BM424_RS02275	cobaltochelatase subunit CobN	NA	1225	NA	Saccharopolyspora flava	Bacteria	Actinobacteria	Saccharopolyspora
BM424_RS13550	magnesium chelatase	NA	464	NA	Saccharopolyspora flava	Bacteria	Actinobacteria	Saccharopolyspora
BM348_RS12310	VWA domain-containing protein	NA	757	NA	Halostagnicola kamekurae	Archaea	Euryarchaeota	Halostagnicola
BM348_RS12305	cobaltochelatase subunit CobN	cobN	1319	NA	Halostagnicola kamekurae	Archaea	Euryarchaeota	Halostagnicola
BM414_RS01730	VWA domain-containing protein	NA	671	NA	Geodermatophilus amargosae	Bacteria	Actinobacteria	Geodermatophilus
BM414_RS01950	cobaltochelatase subunit CobN	NA	1209	NA	Geodermatophilus amargosae	Bacteria	Actinobacteria	Geodermatophilus
BM414_RS11965	hypothetical protein	NA	662	NA	Geodermatophilus amargosae	Bacteria	Actinobacteria	Geodermatophilus
BM394_RS12035	VWA domain-containing protein	NA	734	NA	Actinopolyspora righensis	Bacteria	Actinobacteria	Actinopolyspora
BM394_RS11990	cobaltochelatase subunit CobN	NA	1204	NA	Actinopolyspora righensis	Bacteria	Actinobacteria	Actinopolyspora
BT341_RS16110	VWA domain-containing protein	NA	647	NA	Amycolatopsis australiensis	Bacteria	Actinobacteria	Amycolatopsis
BT341_RS16020	cobaltochelatase subunit CobN	NA	1187	NA	Amycolatopsis australiensis	Bacteria	Actinobacteria	Amycolatopsis
BT341_RS26190	magnesium chelatase	NA	465	NA	Amycolatopsis australiensis	Bacteria	Actinobacteria	Amycolatopsis
BUA24_RS06730	VWA domain-containing protein	NA	623	NA	Ferrithrix thermotolerans DSM 19514	Bacteria	Actinobacteria	Ferrithrix
BUA24_RS06725	cobaltochelatase subunit CobN	NA	1178	NA	Ferrithrix thermotolerans DSM 19514	Bacteria	Actinobacteria	Ferrithrix
BUA54_RS05970	cobaltochelatase subunit CobN	NA	1247	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA54_RS12585	cobaltochelatase subunit CobS	NA	328	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA54_RS12600	cobaltochelatase subunit CobT	NA	624	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA54_RS16820	magnesium chelatase ATPase subunit I	NA	333	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA54_RS16750	magnesium chelatase subunit H	NA	1179	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA54_RS16815	VWA domain-containing protein	NA	538	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
BUA59_RS00220	cobaltochelatase subunit CobN	NA	1298	NA	Marinomonas polaris DSM 16579	Bacteria	Proteobacteria	Marinomonas
BUA59_RS19395	magnesium chelatase	NA	594	NA	Marinomonas polaris DSM 16579	Bacteria	Proteobacteria	Marinomonas
BUB04_RS00990	VWA domain-containing protein	NA	648	NA	Desulfacinum infernum DSM 9756	Bacteria	Proteobacteria	Desulfacinum
BUE43_RS11025	VWA domain-containing protein	NA	704	NA	Streptoalloteichus hindustanus	Bacteria	Actinobacteria	Streptoalloteichus
BUE43_RS16435	cobaltochelatase subunit CobN	NA	1201	NA	Streptoalloteichus hindustanus	Bacteria	Actinobacteria	Streptoalloteichus
BUE29_RS16440	VWA domain-containing protein	NA	656	NA	Jatrophihabitans endophyticus	Bacteria	Actinobacteria	Jatrophihabitans
BUE29_RS16385	cobaltochelatase subunit CobN	NA	1193	NA	Jatrophihabitans endophyticus	Bacteria	Actinobacteria	Jatrophihabitans
BUE37_RS01650	VWA domain-containing protein	NA	675	NA	Geodermatophilus nigrescens	Bacteria	Actinobacteria	Geodermatophilus
BUE37_RS01870	cobaltochelatase subunit CobN	NA	1205	NA	Geodermatophilus nigrescens	Bacteria	Actinobacteria	Geodermatophilus
BUE37_RS03225	hypothetical protein	NA	659	NA	Geodermatophilus nigrescens	Bacteria	Actinobacteria	Geodermatophilus
BUE16_RS07715	VWA domain-containing protein	NA	746	NA	Halobaculum gomorrense	Archaea	Euryarchaeota	Halobaculum
BUE16_RS07710	cobaltochelatase subunit CobN	NA	1312	NA	Halobaculum gomorrense	Archaea	Euryarchaeota	Halobaculum
BUA85_RS00955	cobaltochelatase subunit CobS	NA	328	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA85_RS00950	cobaltochelatase subunit CobT	NA	625	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA85_RS08990	cobaltochelatase subunit CobN	NA	1260	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA85_RS11915	VWA domain-containing protein	NA	519	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA85_RS11920	magnesium chelatase ATPase subunit I	NA	334	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA85_RS11850	magnesium chelatase subunit H	NA	1176	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
BUA42_RS11820	magnesium chelatase ATPase subunit I	NA	334	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
BUA42_RS11970	magnesium chelatase subunit H	NA	1189	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
BUA42_RS11815	VWA domain-containing protein	NA	563	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
BUA42_RS15355	cobaltochelatase subunit CobS	NA	328	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
BUA42_RS15360	cobaltochelatase subunit CobT	NA	625	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
BUA48_RS12695	VWA domain-containing protein	NA	646	NA	Clostridium collagenovorans DSM 3089	Bacteria	Firmicutes	Clostridium
BUA48_RS12710	cobaltochelatase subunit CobN	NA	1263	NA	Clostridium collagenovorans DSM 3089	Bacteria	Firmicutes	Clostridium
BUA48_RS12700	magnesium chelatase ATPase subunit I	NA	341	NA	Clostridium collagenovorans DSM 3089	Bacteria	Firmicutes	Clostridium
BUC26_RS03160	hypothetical protein	NA	396	NA	Desulfofustis glycolicus DSM 9705	Bacteria	Proteobacteria	Desulfofustis
BUC26_RS03160_fs_BUC26_RS03155	hypothetical protein | VWA domain-containing protein	NA	674	-1	Desulfofustis glycolicus DSM 9705	Bacteria	Proteobacteria	Desulfofustis
BUA21_RS10555	VWA domain-containing protein	NA	622	NA	Sporanaerobacter acetigenes DSM 13106	Bacteria	Firmicutes	Sporanaerobacter
BUA21_RS10570	magnesium chelatase subunit H	NA	1235	NA	Sporanaerobacter acetigenes DSM 13106	Bacteria	Firmicutes	Sporanaerobacter
BUA21_RS10550	magnesium chelatase ATPase subunit I	NA	343	NA	Sporanaerobacter acetigenes DSM 13106	Bacteria	Firmicutes	Sporanaerobacter
BUE40_RS07435	hypothetical protein	NA	336	NA	Pseudomonas zeshuii	Bacteria	Proteobacteria	Pseudomonas
BUE40_RS07435_fs_BUE40_RS07440	hypothetical protein | VWA domain-containing protein	NA	565	-1	Pseudomonas zeshuii	Bacteria	Proteobacteria	Pseudomonas
BUE40_RS07430	cobaltochelatase subunit CobN	NA	1249	NA	Pseudomonas zeshuii	Bacteria	Proteobacteria	Pseudomonas
BUE45_RS03150	VWA domain-containing protein	NA	699	NA	Nocardiopsis flavescens	Bacteria	Actinobacteria	Nocardiopsis
BUE45_RS03115	cobaltochelatase subunit CobN	NA	1196	NA	Nocardiopsis flavescens	Bacteria	Actinobacteria	Nocardiopsis
BUE45_RS26700	magnesium chelatase	NA	471	NA	Nocardiopsis flavescens	Bacteria	Actinobacteria	Nocardiopsis
BUA65_RS05855	VWA domain-containing protein	NA	678	NA	Desulfotomaculum thermosubterraneum DSM 16057	Bacteria	Firmicutes	Desulfotomaculum
BUA65_RS05795	cobaltochelatase subunit CobN	NA	1297	NA	Desulfotomaculum thermosubterraneum DSM 16057	Bacteria	Firmicutes	Desulfotomaculum
BUA65_RS05850	magnesium chelatase ATPase subunit I	NA	355	NA	Desulfotomaculum thermosubterraneum DSM 16057	Bacteria	Firmicutes	Desulfotomaculum
BUA65_RS15600	cobaltochelatase subunit CobN	NA	1257	NA	Desulfotomaculum thermosubterraneum DSM 16057	Bacteria	Firmicutes	Desulfotomaculum
BUB48_RS13205	VWA domain-containing protein	NA	652	NA	Lutispora thermophila DSM 19022	Bacteria	Firmicutes	Lutispora
BUB48_RS13200	hypothetical protein	NA	1115	NA	Lutispora thermophila DSM 19022	Bacteria	Firmicutes	Lutispora
BUB48_RS13210	magnesium chelatase ATPase subunit I	NA	346	NA	Lutispora thermophila DSM 19022	Bacteria	Firmicutes	Lutispora
BUB48_RS14005	PAS domain S-box protein	NA	470	NA	Lutispora thermophila DSM 19022	Bacteria	Firmicutes	Lutispora
BUB13_RS10160	hypothetical protein	NA	407	NA	Malonomonas rubra DSM 5091	Bacteria	Proteobacteria	Malonomonas
BUB13_RS10160_fs_BUB13_RS10165	hypothetical protein | VWA domain-containing protein	NA	661	-1	Malonomonas rubra DSM 5091	Bacteria	Proteobacteria	Malonomonas
BUA73_RS02605	VWA domain-containing protein	NA	641	NA	Hathewaya proteolytica DSM 3090	Bacteria	Firmicutes	Hathewaya
