dir_name	evalue_chlI_bchI	evalue_chlD_bchD	evalue_chlH_bchH	evalue_cobN	evalue_cobS	evalue_cobT	evalue_bchE	evalue_chlB_bchB	evalue_chlG_bchG	evalue_chlL_bchL	evalue_chlM_bchM	evalue_chlN_bchN	evalue_cobD_cobC	evalue_cobO	evalue_cobP_cobU	evalue_cobQ	evalue_cobV_cobS	evalue_cysG_cobA
Monashia_flava	0	7.84239e-98	1	0	1	1	1	1	7.12546e-17	4.36345e-13	9.71769e-13	1	2.19359e-82	2.15236e-102	1	5.07948e-171	1	3.44447e-76
Haloterrigena_daqingensis	1	2.44208e-64	1	0	1	1	1	1	1.67025e-22	1	1	1	1.35823e-40	4.79185e-27	1	1.56517e-92	8.31646e-27	1.07308e-71
Streptomyces_silaceus	1	3.61728e-73	1	0	1	1	1.0597e-30	1	2.73324e-14	1	2.28361e-17	1	2.35935e-86	6.2734e-95	2.81939e-40	2.88078e-169	2.91849e-28	1.01408e-149
Streptomyces_autolyticus	1	4.90146e-71	1	0	1	1	4.70426e-14	1	8.66404e-17	8.52598e-07	9.4044e-16	1	6.34854e-90	4.92583e-93	3.72581e-43	1.87146e-162	1.06433e-29	5.15774e-160
Nocardiopsis_sinuspersici	3.34608e-169	1.63687e-31	1	0	1	1	1	1	1	1	1.25107e-15	1	6.89142e-87	1.76473e-107	1.07583e-47	1.43567e-13	2.13921e-27	3.03755e-135
Novibacillus_thermophilus	1.62222e-91	5.20913e-40	1.45115e-169	1	1	1	1	1	1.40346e-15	1	8.1385e-15	1	1	1	1	1	1	1
Streptomyces_tsukubensis	1	4.59496e-71	1	0	1	1	1.62041e-22	1	1	1.21293e-13	1.09468e-13	1	1.56161e-92	6.45184e-95	5.22408e-38	5.7384e-174	7.58513e-31	1.13474e-151
Mycobacterium_litorale	0	9.82216e-81	1	1	1	1	1	1	1	1	1.02568e-15	1	6.24703e-132	7.7314e-121	1	2.57956e-153	1.41468e-83	0
Streptomyces_niveus	1	6.32298e-39	1	0	1	1	1	1	9.44679e-14	1	9.30306e-15	1	4.13262e-85	3.88394e-94	5.36037e-41	2.33981e-169	4.22986e-32	1.08361e-152
Mycobacterium_salmoniphilum	1	5.53809e-54	1	0	1.10434e-13	1	1	1	1	1	3.05546e-14	1	3.61966e-107	3.82088e-121	1	1.2169e-151	1.31396e-68	0
Mycobacterium_franklinii	1	7.48551e-54	1	0	1.35766e-14	1	1	1	1	1	1.44824e-14	1	6.2212e-107	9.34855e-122	1	7.8306e-150	3.9003e-69	0
Rhodoferax_fermentans	3.4074e-144	8.36656e-80	0	1	1	1	0	0	5.67186e-111	1.78145e-159	3.9279e-78	0	3.31714e-52	1	3.4717e-40	9.46959e-176	3.3351e-25	8.1419e-65
Herbaspirillum_frisingense	1	2.38683e-68	1	0	1	1	1	1	1	1	3.77975e-15	1	2.50613e-105	9.12229e-71	1.60916e-50	0	7.89423e-27	3.46825e-59
Streptomyces_katrae	1	9.14444e-70	1	0	1	1	1.37528e-43	1	1	1	1.62932e-16	1	6.38529e-89	1.40174e-98	2.0044e-41	2.13125e-170	4.8347e-34	1.5232e-159
Halomicronema_hongdechloris_C2206	0	0	0	0	1	1	2.51239e-117	0	0	0	3.56701e-118	0	1.81938e-39	3.30013e-84	1	3.45631e-138	2.33771e-20	1.32409e-76
Roseovarius_mucosus	0	3.4651e-127	0	0	0	0	0	0	5.70044e-161	6.01971e-177	1.17782e-106	0	3.6922e-72	4.79082e-96	4.17545e-61	0	3.18388e-40	7.61118e-121
Nocardia_donostiensis	1	7.79872e-65	1	0	1	1	1	1	1	1.26856e-12	4.88286e-16	1	2.98623e-108	8.27189e-116	1	3.80845e-154	9.85989e-53	0
Kitasatospora_aureofaciens	1	2.76906e-38	1	0	1	1	1	1	1	1	2.30391e-15	1	1.857e-88	3.10266e-98	3.37327e-45	1.23309e-180	4.42419e-29	3.5561e-161
Mycobacterium_bacteremicum	0	1.54977e-55	1	0	1	1	1	1	1	4.74281e-12	2.87883e-13	1	3.70849e-125	8.7342e-126	1	7.76899e-153	2.68337e-81	0
Mycobacterium_arosiense_ATCC_BAA_1401_DSM_45069	0	1.34076e-54	1	0	1	1	1	1	1	1.02093e-11	7.63973e-17	1	1.76021e-155	6.56845e-127	1	1.74168e-158	1.96274e-107	0
Mycobacterium_celeriflavum	0	1.50185e-85	1	0	1	1	1	1	1	1	5.82817e-12	1	3.8605e-132	1.53928e-126	1	2.16243e-152	4.50905e-89	0
Mycobacterium_heidelbergense	0	6.32332e-55	1	0	1	1	1	1	1	2.16424e-12	2.92166e-13	1	1.38805e-155	4.61851e-129	1	1.53717e-156	3.46014e-115	0
Mycobacterium_insubricum	0	3.38762e-54	1	1	1	1	1	1	1	1	6.54949e-13	1	6.62416e-118	5.01931e-120	5.04852e-44	3.54288e-150	1.84839e-85	0
Mycobacterium_intermedium	0	1.7558e-83	1	0	1	1	1	1	1.91022e-12	7.16819e-15	7.42031e-14	1	4.06859e-163	6.86929e-126	1	0	1.02792e-102	0
Mycobacterium_malmoense	0	1.96668e-54	1	0	1	1	1	1	2.94138e-12	2.73257e-12	1.92056e-14	1	2.92876e-152	1.17506e-131	1	4.48046e-156	2.14272e-113	0
Mycobacterium_mantenii	0	1.53536e-55	1	0	1	1	1	1	1	1	3.70874e-13	1	1.50352e-159	4.66922e-129	1	2.43581e-157	6.31698e-109	0
Mycobacterium_moriokaense	0	3.36205e-55	1	0	1	1	1	1	1	9.2587e-13	4.25847e-16	1	3.15089e-138	1.41422e-123	1	3.32036e-148	9.37199e-94	0
Mycobacterium_minnesotense	0	2.47022e-60	1	0	1	1	1	1	1	2.49748e-13	1.54653e-13	1	2.17563e-75	1.2919e-105	3.29491e-50	0	6.25085e-85	0
Mycobacterium_noviomagense	0	1.51569e-54	1	0	1	1	1	1	1	1.87508e-12	1.7052e-16	1	1.80623e-146	1.30513e-127	1	1.17107e-152	2.67673e-95	0
Mycobacterium_alsense	0	4.30413e-73	1	0	1	1	1	1	1.27038e-13	1	6.70386e-14	1	6.41745e-146	1.58716e-126	1	2.37256e-155	1.63104e-115	0
Mycobacterium_tusciae	0	3.3834e-84	1	0	1	1	1	1	1	1.03519e-12	1.03295e-14	1	1.00555e-136	8.9351e-125	1	6.22004e-156	5.63799e-89	0
Mycobacterium_parafortuitum	0	1.9329e-55	1	0	1	1	1	1	1	1.28639e-12	1.69288e-15	1	3.44497e-126	9.04442e-123	1.63694e-90	0	3.38799e-89	0
Pseudomonas_nitroreducens_NBRC_12694	1	6.29215e-58	1	0	1	1	2.40885e-18	1	1	1	3.3892e-15	1	1.87936e-165	4.32392e-137	5.68071e-82	0	3.27277e-96	1.06784e-134
Thermoactinospora_rubra	0	1.05489e-63	1	0	1	1	1.05784e-17	1	1	1.69842e-14	1.41644e-17	1	9.6421e-103	1.47887e-101	1	8.93549e-175	3.6926e-30	7.64954e-151
Mycobacterium_gordonae	0	1.00263e-52	1	0	1	1	1	1	1	2.91902e-12	1.19884e-14	1	6.97902e-151	1.0377e-127	1	3.73512e-159	4.39007e-96	0
Mycobacterium_iranicum	0	5.81043e-74	1	0	1	1	1	1	1	1.23649e-11	7.04284e-15	1	3.13192e-124	2.16329e-124	3.7784e-85	0	1.88821e-81	0
Mycobacterium_kubicae	0	2.58788e-81	1	0	1	1	1	1	1	1.96967e-12	4.12743e-15	1	1.85825e-158	2.65972e-125	1	2.94594e-155	5.9958e-114	0
Mycobacterium_palustre	0	4.82437e-54	1	0	1	1	1	1	4.88407e-13	4.17886e-12	3.19156e-16	1	2.2582e-147	7.09015e-127	1	9.05927e-159	9.45453e-116	0
Mycobacterium_riyadhense	0	3.11509e-74	1	0	1	1	1	1	3.71176e-13	1.79625e-11	5.02086e-18	1	3.21515e-162	8.32758e-134	1	9.2877e-148	8.75365e-119	0
Mycobacterium_saskatchewanense	0	2.42023e-86	1	0	1	1	1	1	1	1	2.35402e-14	1	3.0127e-153	9.59957e-129	1	5.69157e-149	1.32738e-105	0
Mycobacterium_senuense	0	7.14547e-60	1	0	1	1	1	1	1	4.04464e-12	8.62129e-14	1	2.51264e-78	6.61771e-108	3.051e-50	0	3.87117e-97	0
Mycobacterium_terrae	0	5.40018e-31	1	0	1	1	1	1	1	7.24966e-13	3.38087e-15	1	1.62267e-80	2.72893e-107	1.22434e-51	0	4.23234e-84	0
Mycobacterium_wolinskyi	0	9.58692e-84	1	0	1	1	1	1	1	9.30092e-12	2.16772e-16	1	1.96084e-132	2.60719e-122	1	2.85294e-156	2.17717e-91	0
Mycobacterium_fallax	0	1.43203e-54	1	1	1.20197e-11	1	1	1	1	6.71501e-13	1.78249e-14	1	1.04486e-14	5.12327e-117	1	4.94232e-141	5.98662e-80	0
Mycobacterium_xenopi	0	2.27635e-55	1	0	1	1	1	1	1	1	1.63325e-14	1	6.69823e-143	1.22389e-126	1	7.3547e-153	3.12656e-98	0
Mycobacterium_conspicuum	0	4.71762e-54	1	0	1	1	5.60678e-16	1	1	1	1.2396e-15	1	7.47842e-155	2.9486e-124	1	6.02315e-156	5.20033e-110	0
Mycobacterium_confluentis	0	3.17698e-79	1	0	1	1	1	1	1	1.05598e-12	7.28814e-14	1	5.68579e-137	2.38814e-123	1	3.03448e-154	1.0262e-90	0
Mycobacterium_doricum	0	1.46137e-52	1	0	1	1	1	1	1	1.35112e-12	1.56472e-15	1	7.85512e-130	7.57018e-127	1	5.89232e-156	3.48676e-86	0
Mycobacterium_fragae	0	6.34501e-82	1	0	1	1	1	1	2.386e-14	1	4.37043e-14	1	7.73949e-148	2.24255e-130	1	1.50425e-156	1.87515e-104	0
Mycobacterium_lacus	0	2.01325e-54	1	0	1	1	1	1	4.20143e-15	5.40087e-13	8.02301e-14	1	1.17159e-168	1.79051e-137	1	6.53896e-152	5.069e-115	0
Mycobacterium_longobardum	0	1.28395e-91	1	0	1	1	1	1	1	7.24966e-13	4.47216e-14	1	1.61544e-79	2.71988e-106	2.7246e-53	0	2.81355e-84	0
Mycobacterium_parmense	0	1.0751e-54	1	0	1	1	1.74341e-17	1	1	1.26972e-13	5.21549e-15	1	4.65754e-156	3.31653e-131	1	4.15309e-156	1.02917e-105	0
Mycobacterium_triviale	0	2.59863e-56	1	0	1	1	1	1	1	2.73066e-13	1.78272e-14	1	1.39308e-137	4.21431e-119	1	1.59387e-146	1.85253e-80	0
Mycobacterium_koreense	0	1.6765e-83	1	0	1	1	1	1	1	1.21898e-12	5.54647e-15	1	6.45202e-126	2.36397e-120	1	0	2.12323e-86	0
Mycobacterium_colombiense_CECT_3035	0	5.74147e-56	1	0	1	1	1	1	1	1	4.03691e-14	1	4.34551e-150	1.75263e-127	1	1.3092e-156	1.12466e-104	0
Marivita_cryptomonadis	0	1.89442e-143	0	1	8.97381e-177	0	0	0	8.07346e-149	0	1.6639e-112	0	1	1	1	0	1	2.22009e-53
Marivita_geojedonensis	0	7.16935e-141	0	1	6.96173e-176	0	0	0	2.61449e-153	0	1.07607e-112	0	1	1	1	0	1	5.05377e-56
Mycobacterium_szulgai	0	8.55978e-83	1	0	1	1	2.16686e-30	1	7.58873e-14	8.0166e-12	1.18818e-17	1	4.48535e-162	2.43407e-132	1	4.38469e-149	9.83417e-114	0
Rhizobacter_gummiphilus	1	1.25585e-51	1	0	1	1	1	1	1	1	5.46954e-14	1	4.13444e-53	7.24826e-53	7.98597e-45	5.10006e-116	1.37792e-31	3.32394e-48
Leptolyngbya_boryana_dg5	0	0	0	0	1	1	5.12229e-113	0	0	0	1.058e-120	0	4.71326e-42	4.19949e-79	9.71455e-42	3.93876e-141	8.62399e-17	1.25586e-74
Lentzea_kentuckyensis	0	1.2396e-73	1	0	1	1	1	1	1	2.88231e-11	1.16398e-16	1	4.75155e-104	3.72664e-115	2.6182e-48	1.8774e-162	5.28451e-42	3.5653e-165
Halomonas_desiderata_SP1	1	2.0597e-56	2.1039e-114	1	1	1	1	1	6.35723e-12	1	1.70674e-15	1	3.56087e-50	3.9587e-99	2.10074e-31	0	2.13972e-28	4.46892e-70
Streptomyces_cacaoi_subsp_cacaoi	1	8.36997e-71	1	0	3.85978e-11	1	7.69005e-18	1	7.467e-14	3.86751e-13	2.22688e-16	1	3.48737e-53	1.33268e-96	3.04202e-39	1.01884e-161	5.36657e-33	1.02914e-158
Porphyrobacter_colymbi	8.37374e-148	3.31568e-88	0	4.54134e-145	1.35138e-174	0	0	0	1.83915e-118	6.79233e-172	1.77538e-65	0	1.79659e-54	8.48775e-102	1.69163e-69	0	5.12293e-25	1.6087e-59
Porphyrobacter_tepidarius	1.77616e-152	9.71581e-71	0	1	5.99175e-177	0	1.38722e-110	0	1.47807e-121	1.30057e-168	7.18836e-65	0	1	1	1	1	1	1.09126e-57
Streptomyces_rochei	3.24385e-11	7.02137e-74	1	0	1	1	1.7888e-35	1	2.76021e-12	1.33923e-13	3.14925e-15	1	7.21225e-92	2.11751e-96	1	1.85255e-170	1.63263e-32	5.16293e-34
Streptomyces_thermovulgaris	6.62737e-12	1.75062e-71	1	0	1	1	1	1	1	2.98219e-13	2.3867e-13	1	8.65853e-96	2.3805e-94	9.25285e-43	2.48636e-164	9.99474e-29	1.93138e-154
Natrialbaceae_archaeon_JW_NM_HA_15	6.73431e-115	9.17243e-96	1	0	8.63515e-15	1	1	1	1.52306e-22	1	1.7978e-14	1	3.59129e-40	1.98004e-26	1	3.33449e-110	1	7.69564e-68
Kushneria_marisflavi	1	1.8829e-57	1	0	1	1	1	1	1	1	7.0864e-17	1	2.06006e-82	5.98801e-71	1.3092e-63	0	1.04272e-24	2.9426e-68
Comamonas_serinivorans	1	8.73625e-45	1	0	1	1	1	1	1	1	2.38624e-15	1	2.01633e-53	5.3094e-53	2.79587e-36	1.55896e-119	2.75159e-25	5.491e-120
Loktanella_vestfoldensis	0	3.9511e-143	0	0	0	0	2.70821e-100	0	7.81303e-139	0	1.66759e-91	0	1.66822e-74	1.44825e-91	8.63311e-63	0	1.61814e-36	2.55295e-122
Oleiphilus_messinensis	1	1.3266e-67	1	0	3.1191e-152	6.15154e-98	2.03988e-24	1	1	1	1	1	1.84975e-83	8.61728e-70	1.25652e-50	0	1.21825e-47	1.37917e-70
Nostocales_cyanobacterium_HT_58_2	0	0	0	0	1	1	9.05009e-117	0	0	0	5.02852e-123	0	3.21407e-39	3.42614e-74	8.15495e-34	1.55407e-135	5.89353e-21	2.12756e-77
Streptomyces_alboflavus	1	1.27038e-36	1	0	1	1	1	1	1	1	5.93034e-15	1	7.46751e-95	9.76166e-96	1	4.86231e-14	9.05024e-32	3.87156e-151
Streptomyces_albireticuli	1	2.91488e-73	1	0	1	1	1	1	1	1	1.54475e-15	1	1.33483e-89	3.23064e-95	1.24579e-42	1.74508e-14	1.11517e-32	7.20158e-156
Rhodomicrobium_sp_R_RK_3	5.77627e-153	3.64933e-80	0	0	0	0	2.86014e-110	0	2.09061e-123	5.33757e-167	2.32474e-71	0	1.03969e-82	7.28935e-92	5.87994e-50	0	2.16837e-26	3.74298e-67
Pelomonas_puraquae	2.77323e-146	1.40249e-89	0	1	1	1	3.53065e-109	0	6.08539e-116	7.11942e-161	3.12512e-74	0	4.46123e-49	2.95624e-52	2.92619e-43	4.53933e-112	6.48655e-25	4.92334e-77
Calderihabitans_maritimus	5.61399e-129	3.49828e-119	2.71332e-148	1.0076e-180	1	1	7.56022e-123	2.50957e-29	1.82844e-11	2.76657e-59	2.25688e-15	1	7.31836e-41	2.7102e-53	1.13465e-52	6.78771e-140	1.38859e-26	5.74002e-92
Corynebacterium_jeikeium	1	7.95292e-78	1	0	1	1	1	1	1	1	7.07834e-14	1	3.09532e-88	2.19059e-110	1	5.4369e-135	3.12177e-36	4.46383e-101
Methylovulum_psychrotolerans	1	3.53815e-102	1	2.51628e-145	1	1	0	1	6.24069e-14	5.66563e-54	1	1	1.28542e-51	1.48866e-56	4.39649e-45	1.39981e-97	1	2.39056e-73
Marinibacterium_profundimaris	0	1.98963e-134	0	3.38837e-136	0	0	2.44316e-111	0	1.34847e-157	0	2.3768e-102	0	3.51356e-52	2.71404e-71	1.87663e-51	0	1.88189e-38	3.82891e-56
Leptolyngbya_ohadii_IS1	0	0	0	0	1	1	1.23245e-118	0	0	0	5.74991e-119	0	3.98498e-41	1.60209e-78	6.20129e-34	2.33048e-130	1.22852e-19	5.0978e-75
Granulosicoccus_antarcticus_IMCC3135	1	3.49291e-62	1	0	0	0	2.7395e-16	1	1.48112e-14	1	1.80862e-15	1	5.38869e-48	1.73776e-74	2.41548e-59	2.01165e-174	1	7.1158e-70
Natranaerobius_trueperi	2.11923e-26	2.5392e-18	1	1	1	1	1	1	1.79133e-12	1.41309e-12	1.42411e-12	1	6.41818e-52	1.05749e-50	4.825e-39	1.76085e-131	1.33477e-22	2.2855e-85
Prauserella_marina	0	9.49463e-96	1	0	1	1	1	9.65179e-07	1	1	4.13172e-16	1	4.69366e-95	8.25874e-110	2.51419e-53	0	5.20242e-36	1.00735e-169
Planktothrix_tepida_PCC_9214	0	0	0	0	1	1	0	0	0	0	2.52696e-127	0	1.01391e-42	2.72385e-80	4.1579e-35	4.86736e-123	7.90859e-16	3.27213e-76
Planktothrix_paucivesiculata_PCC_9631	0	0	0	0	1	1	0	0	0	0	2.91343e-128	0	1.85246e-41	1.49371e-78	5.24805e-37	1.63211e-129	7.88743e-17	1.51973e-74
Planktothrix_serta_PCC_8927	0	0	0	0	1	1	0	0	0	0	5.24477e-126	0	8.03089e-45	2.06613e-82	4.79906e-35	1.76214e-127	1.26293e-16	9.50006e-75
Mycobacterium_brumae	0	4.54393e-53	1	0	1	1	1	1	1	5.93397e-13	1.93579e-15	1	2.82406e-12	1.54445e-121	1	3.16756e-149	5.7885e-72	0
Mycobacterium_acapulcensis	0	4.39588e-87	1	0	1	1	1	1	1	1	5.78877e-15	1	8.56245e-13	1	1	5.47331e-150	1	0
Micromonospora_auratinigra	0	4.91526e-66	1	0	1	1	4.78088e-18	1	1	1	2.42673e-15	1	3.18548e-82	3.01857e-101	1	0	3.56919e-42	2.49263e-136
Marinomonas_aquimarina	1	1.01484e-55	1	0	1	1	1	1	4.36516e-12	1	1.01208e-13	1	8.84634e-94	2.80079e-85	1.526e-51	0	3.75293e-22	5.70716e-74
Marinomonas_spartinae	1	1.9079e-62	1	0	1	1	1	1	1	1	2.34937e-15	1	1.04666e-89	1.0215e-79	6.55641e-53	0	1.72252e-24	4.26073e-72
Micromonospora_rifamycinica	1	7.75098e-62	1	0	1	1	9.76915e-17	1	1	1	3.49177e-14	1	1.15449e-84	4.39622e-100	1	0	2.69615e-39	2.38872e-134
Micromonospora_coxensis	0	4.36194e-59	1	0	1	1	1	1	1	1	5.08802e-15	1	5.6239e-83	1.30511e-101	1	0	6.81865e-43	1.52825e-141
Micromonospora_pallida	1	1.09291e-60	1	0	1	1	2.5524e-45	1	1	1	1.51005e-15	1	2.90088e-83	7.70853e-108	1	0	8.9422e-40	2.07625e-141
Micromonospora_inyonensis	1	2.3594e-33	1	0	1	1	3.47511e-18	1	1	1	1.02597e-15	1	2.90879e-81	2.13618e-109	1	0	6.27317e-39	4.39864e-135
Micromonospora_krabiensis	0	5.91503e-60	1	0	1	1	1	1	1	1	1.01597e-14	1	1.122e-82	2.64881e-101	1	0	7.02259e-41	5.60343e-137
Micromonospora_chersina	0	2.02744e-62	1	0	1	1	1	1	1	1	2.43162e-14	1	3.53973e-84	1.75121e-101	1	0	7.4666e-42	1.39989e-135
Micromonospora_echinospora	1	4.7385e-62	1	0	1	1	3.72138e-46	1	1	1	5.43649e-15	1	9.72205e-82	9.8258e-109	1	0	9.61226e-40	8.17582e-135
Micromonospora_purpureochromogenes	0	1.2014e-59	1	0	1	1	1	1	1	1	5.20115e-16	1	6.61405e-81	2.72007e-102	1	0	1.74673e-40	6.37347e-137
Micromonospora_carbonacea	0	4.55056e-63	1	0	1	1	1	1	4.78378e-14	1.43933e-13	2.54824e-17	1	8.36837e-82	2.26278e-100	1	0	7.04027e-40	1.19761e-135
Micromonospora_nigra	1	8.13092e-60	1	0	1	1	1	1	1	1	9.09355e-16	1	5.7936e-80	2.08453e-101	1	7.45866e-179	6.27283e-40	3.64382e-134
Micromonospora_peucetia	1	1.57213e-58	1	0	1	1	1.42663e-29	1	1	1	4.21962e-17	1	7.06984e-83	5.82307e-109	1	0	3.34921e-38	4.39183e-132
Raineyella_antarctica	0	2.04861e-65	1	0	1	1	1	1	1	1	1.35728e-14	1	1.34404e-86	1.08852e-103	7.89765e-62	0	3.68025e-34	2.14105e-84
Methanobacterium_congolense	1	9.2477e-104	3.66878e-131	1	1	1	6.54051e-82	7.94621e-21	1.71671e-21	1.82245e-59	1.80893e-16	1	6.25442e-64	1	1	2.08329e-155	1.74988e-42	1.47618e-86
Methanoculleus_chikugoensis	1	7.50252e-83	6.35338e-119	1.98765e-159	1	1	9.50368e-21	2.98254e-21	2.88012e-20	5.1775e-60	1.69263e-16	1	4.698e-57	1	1	7.32918e-114	7.67081e-37	5.63852e-80
Methanothermobacter_wolfeii	1	6.35619e-102	0	2.88723e-80	1	1	4.27936e-59	9.15502e-29	3.60737e-21	1.28598e-59	1	1	1.73789e-66	1	1	2.05619e-161	1.71261e-40	1.07236e-88
Rhodococcus_triatomae	0	8.876e-96	1	0	1	1	1	1	1	8.36268e-12	1.99653e-13	1	4.12191e-102	3.16754e-116	5.65221e-47	9.30241e-155	9.23796e-57	0
Nonomuraea_jiangxiensis	0	1.46184e-59	1	0	5.42887e-13	1	2.07585e-17	1	1	1	1.05331e-16	1	5.95886e-102	1.6236e-98	2.16126e-47	0	1.03261e-31	7.80871e-149
Lutimaribacter_saemankumensis	0	7.18199e-146	0	1	1.64893e-179	0	0	0	4.10696e-160	0	7.28053e-101	0	1.05838e-77	9.29272e-64	2.5424e-58	0	6.83817e-44	4.34083e-49
Streptomyces_indicus	1	7.42653e-72	1	0	1	1	1	1	1	2.01755e-13	2.7523e-15	1	5.17774e-95	3.36065e-96	3.09629e-41	1.55739e-170	1.42258e-26	1.31051e-153
Nonomuraea_maritima	0	1.03297e-62	0	0	1	1	1	1	9.39678e-07	7.91918e-14	8.75787e-18	1	1.93713e-99	4.46866e-100	1.09494e-43	0	2.80305e-28	2.41861e-150
Roseospirillum_parvum	5.17487e-154	1.28398e-90	0	0	0	0	0	0	5.48517e-114	6.98572e-160	3.51163e-59	0	1.32964e-56	1.02096e-79	1.22213e-51	0	4.56866e-26	2.0768e-80
Pseudomonas_benzenivorans	1	3.49038e-52	1	0	1	1	1	4.80306e-19	6.58879e-12	6.80614e-54	3.95137e-17	1	6.19623e-147	1.52808e-81	2.38143e-91	0	2.58498e-93	4.97516e-135
Sinosporangium_album	0	2.88792e-65	1	0	1	1	5.05835e-18	1	1	5.77579e-13	1.06718e-16	1	2.51546e-107	1.54615e-93	5.61048e-45	7.2288e-178	1.02895e-25	3.42132e-154
Methanolobus_vulcani	9.35658e-118	1.11509e-38	2.35944e-122	5.74295e-123	1	1	1.6784e-19	7.4991e-19	1.92354e-25	1.39702e-58	5.5548e-19	1	3.15239e-53	1	1	4.8058e-114	4.13552e-32	2.44087e-74
Nocardioides_lianchengensis	0	1.2559e-61	1	0	1	1	1	1	1	7.35397e-16	9.2592e-17	1	1.57895e-83	1.18242e-102	2.61055e-63	0	4.30693e-23	3.52631e-145
Mameliella_alba	0	1.09276e-126	0	5.80036e-129	5.26337e-175	0	1.04266e-106	0	1.30634e-159	0	5.12501e-103	0	4.8934e-79	6.68958e-92	2.2123e-65	0	1.05934e-26	7.74305e-56
Rhodospira_trueperi	3.5694e-150	3.46445e-99	0	0	0	0	0	0	1.83083e-116	3.4969e-160	8.3106e-75	0	4.41007e-54	1.9862e-99	3.9494e-56	1.29159e-178	3.00205e-27	6.3451e-115
Loktanella_pyoseonensis	8.7584e-167	3.88754e-117	0	0	0	0	6.20829e-114	0	4.35084e-155	0	7.28022e-90	0	4.51659e-71	9.17095e-92	1.7712e-58	0	3.91097e-47	7.3131e-119
Pseudonocardia_oroxyli	0	7.22375e-66	1	0	1	1	2.7485e-12	1	1	1	1.80524e-14	1	6.71771e-86	1.87114e-105	3.23625e-46	9.03558e-169	2.4696e-48	1.84371e-168
Halorientalis_regularis	1.79893e-12	3.24519e-62	1	0	1	1	1	1	1.3705e-22	1	8.50294e-14	1	4.26236e-38	4.49269e-30	1	1.28098e-109	1	3.6665e-68
Chitinophaga_filiformis	3.03382e-113	1.34798e-63	1	0	1	1	3.07554e-15	1	1.12469e-16	1	4.67065e-16	1	8.18783e-56	1	3.68561e-37	1.20323e-115	2.60692e-30	8.37377e-70
Acidovorax_valerianellae	1	1.88253e-55	1	0	1	1	2.31464e-20	1	1	1	3.93712e-17	1	3.50685e-48	6.61208e-54	1.09993e-44	2.19604e-117	3.69027e-27	1.86839e-78
Afifella_marina_DSM_2698	1.45725e-153	2.25747e-91	0	0	0	0	0	0	2.28653e-127	1.47506e-164	3.80441e-73	0	4.06441e-60	5.06244e-110	5.5175e-69	0	7.75658e-36	8.23463e-134
Geodermatophilus_telluris	3.99693e-175	2.23467e-64	1	0	1	1	1	1	1	1	3.45669e-13	1	2.31618e-95	6.81612e-107	2.86497e-45	3.21305e-170	6.2065e-32	2.20077e-136
Halomonas_pantelleriensis	1	5.29812e-61	1	0	1	1	1	1	1	1	3.88543e-14	1	2.17352e-55	1.16935e-99	4.32874e-27	0	4.08276e-29	6.58331e-68
Tsukamurella_pulmonis	0	9.74568e-82	1	0	1	1	1	1	1	1	1	1	2.38644e-97	1.93167e-110	1	4.95637e-164	1.55344e-44	3.07983e-173
Siphonobacter_aquaeclarae	1	3.30597e-96	1	0	1	1	1	1	4.83585e-18	1	1	1	4.5354e-56	1	8.01493e-42	2.17973e-125	3.61073e-21	6.05057e-69
Methylobacterium_phyllostachyos	1.13061e-150	4.87648e-95	0	1.03428e-146	0	0	9.66538e-114	0	2.69282e-129	1.60301e-160	1.10025e-73	0	1.84889e-82	5.99944e-84	4.77218e-61	0	1.53108e-39	2.8686e-62
Streptomyces_wuyuanensis	1	1.57122e-69	1	0	1	1	8.67961e-22	1	5.59375e-14	8.2708e-14	2.26935e-14	1	1.40936e-92	4.78528e-91	1.84683e-42	4.79273e-171	2.52402e-29	5.99045e-155
Haloarchaeobius_iranensis	1	3.20283e-59	1	0	1	1	1	1	1.83309e-22	5.48196e-19	2.28341e-15	1	1.22349e-41	1.68317e-28	1	3.18892e-106	1	1.43256e-68
Allokutzneria_albata	0	3.44935e-103	1	0	1	1	1	1	1	1	1.54841e-18	1	2.58851e-108	3.90933e-111	1	1.37129e-161	7.2733e-48	1.30215e-172
Geodermatophilus_siccatus	4.95533e-177	3.75639e-65	1	0	1	1	1	1	1	1	2.48999e-13	1	1.17835e-101	2.76725e-108	2.10602e-46	1.97139e-172	1.3272e-27	1.41165e-138
Geodermatophilus_soli	2.17397e-178	8.45413e-66	1	0	1	1	1	1	1	1	2.68578e-14	1	5.1743e-101	6.91659e-105	3.45472e-44	1.40111e-175	2.71861e-32	1.10787e-133
Streptomyces_guanduensis	1	1.74587e-68	1	0	1	1	1	1	1	1	3.07969e-13	1	4.0684e-93	3.51595e-93	2.90487e-40	3.33054e-163	2.68405e-31	1.10047e-160
Belnapia_rosea	1.80803e-151	3.91349e-93	0	1	2.01055e-180	0	2.82046e-119	0	1.24969e-128	3.71654e-169	1.2836e-72	0	1	1	1	1	1	3.16873e-64
Actinopolyspora_xinjiangensis	1	5.85806e-65	1	0	1	1	1.68101e-19	1	3.34901e-14	1	1.95528e-15	1	1.70258e-103	1.5484e-107	1	2.84952e-172	2.80857e-56	5.07231e-161
