org_id	bchD	bchE	bchH	bchI	bchI_f	chlB_bchB	chlD	chlG_bchG	chlH	chlI	chlI_f	chlL_bchL	chlM_bchM	chlN_bchN	cobD_cobC	cobN	cobO	cobP_cobU	cobQ	cobS	cobS_f	cobT	cobV_cobS	cysG_cobA
385002066	7.85e-06	1	1	7.65e-69	1	1	1.86e-50	1	1	6.3e-68	1	1	1	1	1	1	4.63e-80	1	1.76e-118	1	1	1	1	1
386792955	9.81e-05	1	7.85e-57	1.56e-56	1	1	5.94e-48	1	1.45e-62	2.03e-40	1	1	1	1	7.66e-29	0	4.64e-33	7.56e-38	6.98e-85	1	1	1	1	1.39e-19
387731370	3.47e-12	6.37e-24	2.25e-100	4.63e-85	0.000304	1	1.21e-51	1	7.89e-127	1.57e-70	1	1	6.79e-08	1	2.99e-36	0	1e-74	4.41e-32	6.89e-131	1	1	1	7.97e-13	5.06e-96
388189329	8.36e-08	1	1	7.82e-80	1	1	2.13e-49	1	1	1.03e-62	1	1	1	1	1	1	4.35e-70	1	1	1	1	1	1	1
390734870	1.74e-11	8.11e-19	5.05e-61	4.36e-93	0.0001	1	6.6e-63	1	7.48e-119	8.93e-83	1	1	4.31e-06	1	1.3e-61	0	4.4e-70	1.17e-22	1.29e-115	1	1	1	5.94e-13	2e-91
391130902	2.81e-11	1	3.75e-58	3.46e-77	1	1	4.78e-54	1	1.62e-137	5.81e-82	1	1	0.001	1	1.23e-61	0	2.9e-72	1.62e-31	4.11e-125	1	1	1	1.78e-05	8.64e-19
391320954	1.96e-27	1.17e-97	1	3.77e-55	1	0	0	1	1	5.05e-48	1	1	1	1	1	1	1	5.48e-24	1	1	1	1	1	1
391352276	6.26e-46	0	0	8.95e-118	2.54e-08	0	2.93e-58	3.1e-99	1.62e-151	2.25e-87	1	2.95e-118	3.64e-58	8.34e-143	1.23e-05	4.1e-115	2.58e-53	1	1	1	1	1	1	1.14e-57
392606893	1.8e-25	0	2.72e-174	1.33e-89	1.33e-89	0	0	2.73e-165	0	2.76e-165	2.76e-165	8.56e-156	4.66e-97	0	1.05e-26	0	2.81e-59	2.34e-20	2.42e-98	1	1	1	2.92e-05	7.59e-51
393695816	4.57e-08	1	1	1.5e-76	1.37e-05	1	1.74e-42	1	1	1.2e-59	1	1	1	1	0.000204	1	3.92e-87	1	5.66e-116	1	1	1	1	7.37e-149
393835010	1	7.65e-27	5e-47	4.52e-63	1	1	1.82e-38	1	3.62e-58	8.89e-61	1	1	3.32e-06	1	1	0	6.98e-61	1	3.96e-165	1	1	1	1	2.18e-22
394050378	1	1	3.78e-55	1.57e-65	1	1	5.13e-55	1	4.63e-127	1.84e-64	1	1	1	1	1.55e-33	0	1	1	4.35e-100	1	1	1	1	1.28e-48
395306018	2.57e-15	1	6.77e-60	7.78e-75	7.78e-75	1	4.96e-60	1	2.54e-147	1.12e-77	8.34e-69	1.6e-30	3.75e-05	1	1.58e-32	1.3e-167	1.48e-26	1	1.24e-93	1	1	1	3.05e-14	1.47e-61
395446162	1e-13	8.5e-28	4.77e-70	3.96e-87	4.43e-86	1	1.32e-65	1	3.52e-166	7.5e-92	7.5e-92	1	2.33e-06	1	6.35e-46	0	3.73e-33	6.46e-36	5.86e-102	1	1	1	8.06e-05	1.82e-68
396050486	4.95e-10	1.09e-25	1.24e-57	3.33e-84	1	1	1.1e-53	1	1.09e-137	1.14e-71	1	1	1.34e-06	1	9.94e-58	0	4.4e-73	2.07e-30	2.92e-127	1	1	1	4.57e-08	7.51e-94
396462187	8.7e-06	1	1	4.53e-82	1	1	5.93e-48	0.000272	1	2.69e-62	1	1	1	1	1	1	2.81e-65	1	1	1	1	1	1	1
397951392	1.17e-09	1	1	9.09e-85	1	1	5.93e-88	1	1	5.07e-82	1	1	2.74e-05	1	1e-65	1	2.1e-72	8.7e-30	2.07e-128	1	1	1	9.24e-08	1
398232821	1.41e-10	1	3.9e-57	4.84e-86	1	1	2.04e-55	1	3.65e-129	5.77e-82	1	1	1	1	1.25e-52	0	2.04e-69	1	9.3e-114	1	1	1	1	1.87e-60
398547398	4.84e-12	1	1	4.65e-72	1	1	7.44e-49	1	1	1.47e-75	1	1	1	1	1	1	7.44e-80	1	3.1e-53	1	1	1	1	3.04e-16
399513276	1.29e-07	1	1	1	1	1	5.5e-17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
399565687	5.45e-08	1	1	1.23e-66	1	1	1.17e-36	1	1	3.78e-55	1	1	1	1	1	1	4.68e-94	1	3.24e-111	1	1	1	1	3.29e-149
400519140	6.31e-42	0	0	5.17e-126	1	0	2.93e-57	3.88e-98	5.38e-149	3.12e-82	1	4.67e-117	2.11e-47	6.56e-156	1.28e-56	0	9.04e-83	5.36e-47	1.03e-150	2.69e-162	2.69e-162	0	3.36e-08	9.19e-112
401592369	7.71e-50	1	1	4.96e-122	1	9.68e-16	1.04e-57	1	1	1.38e-75	1	2.46e-27	1	0.000537	1	1	1	1	1	1	1	1	1	1
402767605	1	1	1.73e-45	3.38e-47	1	1	1.67e-31	1	5.35e-56	2e-53	1	1	1	1	1	0	1.7e-55	1	1	1	1	1	1	1
403304694	6.08e-17	1.66e-25	3.64e-61	3.07e-85	2.36e-82	1	1.21e-98	1	1.17e-145	1.54e-87	1.54e-87	1	1	1	1	5.24e-142	1	1	1	1	1	1	1	1
404074075	1.37e-76	0	0	3.29e-166	4.15e-05	0	5.67e-55	6.7e-137	8.75e-144	1.79e-82	1	4.41e-145	5.9e-83	0	8.43e-50	3.02e-122	1.31e-63	2.58e-40	3.08e-154	6.19e-152	6.19e-152	2.84e-149	1.5e-17	3.23e-49
404205626	1.53e-09	1	2.45e-58	1.59e-73	1	1	6.78e-53	1	6.27e-132	1.53e-80	1	1	1	1	1.6e-61	0	2.18e-73	1	9e-130	1	1	1	1	1.03e-19
405457654	1.57e-28	1	1	5.95e-53	1	1	0	1	1	1.41e-44	1	1	1	1	1	1	1	1	1	1	1	1	1	1
406328064	9.98e-07	1	3.07e-51	6.07e-78	7.53e-06	1	5.11e-59	1	1.42e-129	5.29e-68	1	1	1	1	3.07e-41	0	6.44e-58	8.65e-19	9.42e-96	1	1	1	1	3.55e-64
406465492	3.69e-09	1	1	7.67e-77	1	1	7e-63	1	1	3.46e-75	1	1	1	1	1	1	1	1	1	1	1	1	1	1
406467463	6.07e-10	1	4.82e-62	7.13e-71	1	1	4.35e-40	1	1.4e-126	3.24e-62	1	1	1	1	7.08e-09	0	5.82e-76	1	1	1	1	1	1	3.66e-20
407442748	2.44e-14	1.01e-28	4.16e-61	7.12e-90	7.12e-90	1.72e-06	3.01e-58	1	7.93e-134	2.42e-88	2.42e-88	1.96e-32	1.59e-07	1	2.34e-34	1.9e-134	5.19e-50	7.42e-42	3.29e-109	1	1	1	6.22e-11	8.5e-64
408589374	1	1	1.3e-51	3.68e-62	1	1	1.96e-39	1	4.31e-135	1.3e-42	1	1	1	1	1	6.05e-180	1	1	1	1	1	1	1	3.65e-21
408612517	9.23e-07	1	3.9e-52	6.11e-66	1	1	6.7e-56	4.78e-10	8.06e-141	2.38e-63	1	1	1	1	1	0	1	1	1	1	1	1	1	7.53e-22
409246385	3.24e-11	9.19e-15	1.5e-57	5.71e-85	1	1	1.35e-51	1	7.2e-127	2.92e-77	1	1	2.94e-07	1	8.21e-57	0	2.13e-81	9.24e-19	8.02e-141	1	1	1	4.94e-16	1.34e-69
409319041	3.66e-12	1	1.7e-56	2.36e-80	1	1	1.76e-52	1	1.8e-142	2.23e-79	1	1	1	1	5.39e-06	0	3.63e-72	1	3.53e-120	1	1	1	1	1.28e-16
409795718	1	1	1.11e-52	1.3e-61	1	1	1.23e-43	1	7.09e-120	8.09e-52	1	1	1	1	1	0	1	1	1	1	1	1	1	4.22e-22
410897134	5.99e-11	1	4.09e-104	1.61e-76	1	1	3.15e-46	1	4.97e-72	4.38e-73	1	1	1	1	7.13e-51	0	6.45e-80	1	0	1	1	1	1	9.64e-19
412401097	7.43e-10	1	1	1.25e-86	1	1	1.18e-55	1	1	7.45e-81	1	1	1	1	6.21e-62	1	1.85e-71	1	6.55e-120	1	1	1	1	1
412564305	1	1	2.38e-44	7.13e-59	1	1	8.42e-35	1	8.1e-57	1.76e-44	1	1	1	1	6.7e-29	0	7.99e-39	1.08e-35	7.19e-83	1	1	1	2.01e-05	1
412999653	1	1	9.73e-47	3.24e-67	9.66e-08	1	4.27e-41	1	1.13e-56	4.99e-61	1	1	8.88e-05	1	6.57e-113	0	4.88e-89	1.25e-54	0	2.99e-05	2.99e-05	1	9.43e-35	6.95e-111
413099371	4.21e-06	1	1.27e-51	6.24e-66	1	1	9.12e-45	1	2.09e-136	9.06e-56	1	1	1	1	1	7.55e-180	1	1	1	1	1	1	1	6.42e-20
414446276	4.25e-06	1	1	7.69e-76	1	1	3.58e-40	1	1	2.22e-58	1	1	1	1	1	1	3.56e-90	1	3.09e-114	1	1	1	1	1.39e-156
415697593	1.9e-36	5.25e-96	0	1.05e-120	1	0	1.98e-57	1.44e-90	2.04e-145	4.75e-74	1	1.01e-114	5.82e-58	6.44e-154	3.9e-51	5.3e-142	1.22e-60	6.15e-48	4.63e-162	9.44e-178	9.44e-178	0	1	9.03e-38
415845964	2.3e-09	1	1	7.52e-81	8.33e-05	1	1.28e-51	1	1	3.67e-66	1	1	1	1	1	1	1.42e-89	1	2.69e-114	1	1	1	1	1
416148386	5.13e-34	0	2.32e-136	7.56e-108	7.56e-108	0	4.29e-103	0	0	1.93e-110	1.93e-110	5.13e-169	1.26e-153	0	2.41e-35	2.19e-100	2.2e-29	5.95e-31	4.6e-94	1	1	1	1.27e-07	7.6e-49
416724856	4.1e-11	1	1e-62	2.82e-71	1	1	1.22e-42	1	7.31e-73	1.03e-69	1	1	1	1	1	0	6.28e-76	1	1	1	1	1	1	7.56e-20
416809472	1.82e-08	3.02e-12	2.93e-61	2.03e-75	3.9e-08	1	6.58e-43	1	7.91e-68	4.26e-67	1	1	3.21e-05	1	1.63e-62	1.12e-105	9.8e-75	3.25e-19	4.03e-124	1	1	1	2.77e-09	1.15e-82
417523075	1.38e-15	1.9e-38	3.93e-128	1.56e-93	1.56e-93	3.82e-11	6.38e-67	1	3.97e-75	5.06e-90	5.06e-90	1.53e-29	1.25e-05	1	8.42e-31	4.19e-144	7.64e-26	5.26e-32	6.13e-69	1	1	1	1	4.17e-70
417688972	3.25e-06	1	1.06e-52	3.79e-63	1	1	1.1e-52	1	6.32e-143	1.98e-57	1	1	1	1	1.19e-21	1.05e-180	1	1	1	1	1	1	1	1.47e-18
417911193	1.13e-87	1	1	4.21e-136	1	1	3.07e-52	1	1	1.06e-76	1	1	0.000108	1	1	1	1	1	1	1	1	1	1	1
418136059	4.84e-49	1.13e-89	0	1.42e-120	1	0	6.01e-56	2.56e-89	1.92e-151	8.36e-79	1	9.22e-115	2.44e-58	1.27e-145	6.74e-30	1.29e-55	1.17e-38	2.59e-19	1.06e-78	1	1	1	1	1
418540305	3.74e-26	0	1.24e-175	1.1e-93	1.1e-93	0	0	1.35e-171	0	1.44e-169	1.44e-169	7.78e-155	1.25e-98	0	1.2e-25	0	4.82e-62	8.1e-24	6.65e-102	1	1	1	0.000128	4.39e-60
418917896	1	9.69e-29	1	3.59e-16	3.59e-16	2.22e-10	5.31e-16	1	1	3.18e-05	3.18e-05	2.76e-38	1	1	5.69e-38	1	5.36e-36	3.94e-34	1.8e-102	1	1	1	0.000547	1.69e-71
419208405	1.29e-07	1	5.73e-58	3.91e-72	1	1	7.97e-38	1	1.32e-130	9.2e-67	1	1	4.4e-08	1	1.37e-51	0	9.55e-79	4.52e-26	1.08e-102	1	1	1	1	5.81e-56
419664502	2.8e-07	1	8.34e-112	7.68e-56	1	1	2.51e-33	1	3.84e-67	8.06e-46	1	1	1	1	1.23e-51	0	9.44e-48	1.55e-19	3.58e-108	1	1	1	1.81e-07	3.31e-26
420124561	1.35e-09	3.75e-07	3.91e-106	1.19e-91	1	6.54e-13	5.66e-67	7.93e-08	1.36e-148	4.19e-93	1	1.04e-36	1	1	1.78e-141	0	1	1	0	1	1	1	1.67e-83	7.87e-122
420371287	4.7e-05	1	9.79e-56	1.1e-54	1	1	1.42e-43	1	3.82e-137	5.04e-56	1	1	1	1	1	0	1	1	1	1	1	1	1	2.37e-23
420567530	2.29e-12	1	4.59e-102	4e-82	1	1	2.42e-54	1	6.75e-130	1.38e-74	1	1	0.000223	1	1	0	5.11e-82	1	6.21e-122	1	1	1	1	4.51e-18
421406422	1.14e-11	2.81e-11	2.42e-61	2.13e-76	1	1	2.54e-52	1	4.43e-74	5.28e-72	1	7.32e-30	7.06e-07	1	1.54e-79	4.73e-106	1.52e-51	8.15e-32	1.07e-165	1	1	1	1	5.93e-44
422520873	6.06e-12	0.000235	6.3e-58	8.19e-81	1	1	2.86e-52	0.000175	2.94e-123	5.09e-80	1	1	6.92e-07	1	6.48e-58	0	1.56e-70	1.78e-32	2.35e-121	1	1	1	7.14e-09	2.98e-97
424343066	3.84e-11	1	2.77e-61	9.86e-84	1	1	1.59e-57	1	5.02e-125	2.6e-80	1	1	5.87e-07	1	2.28e-49	0	7.88e-76	9.37e-28	1.79e-120	1	1	1	2.21e-07	1.43e-17
424942157	2.31e-09	1	1	5.26e-69	1	1	2.69e-45	1	1	1.07e-63	1	1	3.09e-07	1	0.001	1	1	1	1	1	1	1	1	1.13e-48
426201910	5.77e-05	1	1.9e-59	4.29e-71	4.29e-71	1	2.74e-42	1	1.18e-126	3.02e-73	3.02e-73	1	1	1	1.45e-55	0	3e-78	1.28e-36	4.5e-155	1	1	1	7.69e-33	4.81e-122
426637366	1.22e-42	1.34e-87	0	2.18e-127	1	0	1.44e-61	1.1e-95	6.12e-147	1.74e-83	1	7.41e-118	5.74e-60	1.12e-160	1	2.55e-115	1	1	1	1	1	1	1	1
428172642	1.25e-08	1	1	1.45e-75	1	1	1.55e-50	1	1	1.15e-67	1	1	1	1	7.25e-63	1	4.62e-81	1	1.66e-127	1	1	1	1	2.38e-109
428398476	1.03e-09	1	7.01e-61	3.48e-79	1	1	1.26e-50	1	1.53e-127	2.37e-79	1	1	1	1	5.76e-57	0	3.18e-78	1	4.49e-126	1	1	1	1	3.06e-74
429155773	1.99e-72	2.34e-84	0	1.5e-150	1	0	6.01e-53	1.79e-134	2.64e-139	2.98e-84	1	2.1e-139	2.77e-69	0	2.98e-49	5.63e-52	1	1	1	1	1	1	1	8.61e-19
429634173	1	1	5.7e-46	1.21e-53	1	1	1.69e-40	1	1.25e-51	1.01e-57	1	1	1	1	1.7e-37	0	2.06e-48	4.72e-16	1	1	1	1	0.000563	1
429743784	2.42e-47	0	0	5.9e-122	1	0	6.09e-48	6.91e-103	1.13e-147	6.89e-80	1	3.51e-123	6.88e-53	4.15e-161	1	4.14e-53	1	1	1	1	1	2.54e-157	1	1
429967927	2.66e-07	1	1	3.43e-68	1	1	4.92e-37	1	1	9.15e-55	1	1	1	1	1	1	2.75e-85	1	1	1	1	1	1	3.32e-155
432005740	1.44e-79	1.72e-83	0	1.77e-139	1	0	5.33e-57	1.21e-124	6.42e-146	3.61e-78	1	1.6e-137	1.26e-81	0	1.3e-50	6.19e-129	6.33e-73	1.02e-34	3.41e-158	1	1	1	0.000148	1.46e-39
432094691	1	1	4.16e-52	9.6e-76	1	1	6.33e-51	1	6.92e-64	2.42e-65	1	1	1	1	1.18e-05	0	9.5e-51	1.19e-12	1	1	1	1	1	2.99e-55
433921890	3.96e-27	1	1	1.13e-49	1	1	0	1	1	5.98e-44	1	1	1	1	1	1	1	1	1	1	1	1	1	1
434112135	4.96e-07	1	3.11e-63	1.91e-66	5.15e-09	1	1.57e-37	1	1.2e-72	1.08e-54	1	1	2.74e-05	1	8.73e-97	0	2.3e-95	2.14e-28	2.24e-108	1	1	1	8.13e-62	6.91e-151
434125565	3.47e-15	1	7.63e-56	2.98e-76	2.98e-76	1	2.21e-56	1	6.07e-134	9.17e-75	9.17e-75	1	1	1	1.24e-48	3.53e-168	1.93e-67	7.33e-36	1.21e-127	1	1	1	5.63e-09	1.27e-42
435137359	2e-111	1	1	7.73e-152	1	2.85e-16	2.97e-53	1	1	1.43e-84	1	9.06e-28	1	1	1	1	1	1	1	1	1	1	1	1
436410961	1.14e-11	1	9.47e-54	3.55e-80	1	1	3.77e-52	1	1.81e-72	1.46e-73	1	1	1	1	5.13e-51	0	7.92e-79	1	2.35e-161	1	1	1	1	1.5e-10
436711314	1.29e-119	6.89e-84	0	2.16e-159	1	0	2.21e-59	1.59e-127	9.85e-152	2.75e-92	1	1.72e-133	3.27e-85	0	1	3.34e-54	1	1	1	1	1	1	1	1
436833117	7.84e-28	4.37e-98	4.07e-151	1.48e-91	1.48e-91	0	0	6.28e-175	0	1.45e-166	1.45e-166	3.77e-158	8.85e-103	0	1.92e-28	0	6.48e-61	7.29e-23	1.41e-101	1	1	1	1	5.96e-56
437573005	2.04e-07	1	1.4e-60	3.24e-72	1	1	4.39e-40	1	6.76e-124	3.49e-57	1	1	1	1	1	0	1.33e-96	1	3.31e-107	1	1	1	1	1.42e-163
438287216	1.86e-10	1	6.36e-60	4.74e-83	1	1	2.41e-88	1	4.3e-128	2.19e-69	1	1	1	1	3.38e-35	0	1	1.07e-31	1.56e-96	1	1	1	5.07e-10	1
439192187	8.25e-27	1	1	3.05e-50	1	1	1.15e-142	1	1	7.06e-48	1	1	1	1	1	1	1	1	1.04e-27	1	1	1	1	1
440023845	4.65e-80	2.77e-82	0	1.96e-158	7.27e-07	0	3.92e-54	1.64e-106	4.07e-146	3.25e-86	1	1.39e-142	5.16e-74	0	1.84e-55	0	3.08e-70	1.73e-43	1.79e-162	2.48e-156	2.48e-156	4.44e-150	1.1e-12	3.41e-102
440180351	1	3.77e-05	1	4.59e-12	1	1	1.05e-12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
440254655	9.7e-11	1	4.51e-66	1.47e-78	1.7e-05	1	3.1e-50	1	2.32e-129	8.62e-73	1	1	0.001	1	1	0	4.99e-82	1	6.42e-128	1	1	1	1	4.11e-89
441582462	1	1	1.53e-46	1.29e-60	2.6e-06	1	3.84e-47	1	6.84e-54	2.1e-59	1	1	1.62e-06	1	6.69e-65	0	8.52e-58	1.95e-29	2.74e-158	1	1	1	0.000361	1.71e-58
441731317	7.34e-42	1.53e-94	0	3.25e-111	1	0	2.57e-58	2.14e-83	0	2.54e-92	1	1.01e-116	9.33e-57	1.84e-143	3.97e-10	3.34e-58	1	1	1	1	1	1	1	2.24e-35
442186880	5.57e-11	1	7.38e-60	3.63e-75	1	1	3.61e-49	1	5.2e-73	7.55e-75	1	1	1	1	2.37e-05	0	4.1e-79	1	0	1	1	1	1	4.64e-15
442496103	1	1	2.21e-96	6.48e-72	0.000752	1	3.45e-39	1	2.85e-117	3.4e-59	1	1	0.000102	1	7.18e-60	0	2.42e-84	1.77e-31	4.15e-107	1	1	1	1.48e-22	1.22e-103
442977908	3.96e-07	1	1.95e-58	1.88e-70	1	1	4.94e-43	1	9.93e-72	4.98e-67	1	1	1	1	1	0	5.86e-73	1	1	1	1	1	1	1
443118534	2.89e-09	1.47e-08	2.47e-52	3.17e-81	3.17e-81	1	4.72e-62	1	3.75e-119	9.02e-79	9.02e-79	4.58e-05	4.21e-05	1	4.13e-23	1.04e-134	1.01e-23	1.17e-30	8.2e-98	7.26e-25	7.26e-25	1	1	3.64e-61
443455341	4.27e-46	8.11e-89	0	1.06e-122	1	0	4.92e-51	3.63e-93	1.02e-146	7.34e-79	1	2.44e-125	4.15e-50	2.9e-159	1	1.62e-52	1	1	1	1	1	1.88e-157	1	1
444883975	3.61e-14	1	5.89e-51	9.24e-76	9.24e-76	1	3.35e-87	1	2.75e-109	9.97e-70	9.97e-70	1	1	1	1	4.68e-163	1	1	1	1	1	1	1	1
446224976	7.44e-17	1.81e-06	1.8e-25	1.03e-86	1.03e-86	1	9.2e-88	1	4.16e-26	1.88e-91	1.88e-91	1	1	1	1	3.99e-36	1	1	1	1	1	1	1	1
447176618	6.03e-09	1	1.11e-56	8.98e-61	1	1	2.45e-37	1.26e-05	4.1e-124	5.51e-60	1	1	2.12e-10	1	3.48e-65	0	6.68e-85	1.13e-31	7.01e-148	1	1	1	9.07e-08	9.83e-93
447234037	1	1	7.96e-52	6.02e-65	1	1	4.17e-46	1	1.62e-57	1.47e-57	1	1	1	1	3.17e-33	0	2.37e-65	4.26e-19	8.07e-158	1	1	1	0.000309	4.26e-16
447777111	1	1	3.39e-44	6.38e-60	1	1	1.18e-40	1	9.39e-103	3.06e-50	1	1	1	1	1	0	2.19e-59	1	1	1	1	1	1	1
447882714	1	1	9.62e-46	1.37e-63	4.19e-05	1	2.91e-42	1	1.87e-113	1.77e-56	1	1	6.98e-08	1	1	0	1	1	1	1	1	1	1	5.73e-22
448969722	1.41e-06	1	1	1.71e-83	1	1	1.05e-53	1	1	1.1e-70	1	1	1	1	1	1	7.5e-67	1	1	1	1	1	1	1
449036584	1	1	1	5.75e-72	1	1	8.38e-43	1	1	1.17e-60	1	1	1	1	1	1	3.07e-83	1	9.13e-117	1	1	1	1	1.21e-98
449560884	8.96e-16	3.43e-45	3.03e-60	6.96e-89	6.96e-89	8.18e-09	3.67e-114	7.4e-09	6.01e-149	1e-86	1e-86	8.56e-36	9.78e-09	1	2.5e-38	0	1	1	6.92e-104	1	1	1	1.15e-14	2.21e-70
449562536	3.38e-09	1	1	1.45e-80	1	1	1.65e-49	1	1	1.31e-64	1	1	1	1	1	1	1.97e-91	1	1.41e-114	1	1	1	1	2.3e-109
450191911	2.01e-38	1.11e-92	0	7.21e-124	1	0	2.56e-51	4.03e-101	5.22e-130	1.42e-75	1	3.04e-123	7.14e-50	1.8e-159	1	8.88e-53	1	1	1	1	1	1	1	1
450911895	2.95e-10	1	1	7.92e-95	7.92e-95	1	2.62e-69	1	1	1.13e-89	1.13e-89	1	1	1	1	1	1	1	1	1	1	1	1	1
451252336	9.39e-53	0	0	4.47e-123	5.03e-05	0	3.34e-61	6.13e-94	1.83e-152	2.74e-85	1	8.55e-112	1.12e-54	6.69e-156	1.06e-72	1.73e-132	3.28e-69	5.03e-48	8.01e-150	2.37e-177	2.37e-177	0	1	4.3e-45
451713793	2.78e-06	1	1	1.29e-75	1	1	3.04e-39	1	1	6.1e-58	1	1	1	1	1	1	4.85e-98	1	1.08e-95	1	1	1	1	4.85e-158
453264115	1	1	4.69e-45	5.67e-65	3.08e-05	1	3.99e-39	1	3.17e-112	1.01e-57	1	1	8.42e-07	1	9.1e-117	0	1.34e-92	1.67e-54	0	1	1	1	5.1e-29	1.75e-110
454979378	1.1e-08	1	2.65e-57	9.04e-83	1	1	4.77e-58	1	1.93e-128	7.21e-87	1	1	1	1	3.27e-60	0	1.66e-70	1	3.01e-134	1	1	1	1	8.13e-18
455147926	3.01e-09	1	1	1.18e-78	1	1	6.88e-52	1	1	1.01e-65	1	1	1	1	1	1	2.51e-88	1	1.13e-112	1	1	1	1	3.29e-113
455437127	1.97e-47	4.74e-92	0	3.74e-121	1	0	1.46e-49	1.3e-102	3.62e-140	5.82e-77	1	1.07e-124	2.95e-50	4.15e-165	1	7.82e-50	1	1	1	1	1	1	1	1
456539962	1	5.7e-10	9.93e-87	2.07e-85	1	1.19e-11	6.53e-65	6.59e-14	5.3e-61	1.52e-88	1	7.07e-37	8.14e-09	1	1.81e-45	1.63e-106	1	1	3.78e-87	1	1	1	4.38e-18	2.64e-60
456708253	1	2.59e-10	1	1.55e-16	1	1	8.43e-16	1	1	1	1	1	1	1	2.05e-36	1	5.58e-30	8.22e-33	1.88e-90	1	1	1	1.27e-09	5.45e-63
457525310	2.49e-10	1	7.51e-61	4.45e-77	1	1	4.17e-45	1	5.47e-124	3.8e-75	1	1	1	1	6.37e-60	0	1.16e-77	1.93e-34	4.74e-132	1	1	1	1.22e-10	1.31e-74
457549523	2.46e-11	1	1.3e-52	2.02e-68	2.02e-68	1	2.81e-42	1	2.79e-133	3.05e-65	3.05e-65	1	1.07e-06	1	1.55e-26	3.17e-151	2.62e-32	4.82e-24	1.25e-68	1	1	1	0.000539	2.64e-29
459751683	2.37e-07	1	1.64e-59	1.46e-77	1	1	2.45e-51	1	2.32e-71	2.82e-71	1	1	1	1	6.93e-52	0	3.51e-71	8.17e-37	8.76e-116	1	1	1	1.5e-13	3.73e-52
461146811	6.95e-12	1	1.2e-60	5.8e-79	1	1	2.28e-82	1	2.32e-136	6.61e-72	1	1	1	1	1.96e-37	0	1	5.22e-29	2.37e-89	1	1	1	2.91e-07	1
462220344	1.6e-11	3.25e-14	4.33e-56	4.64e-72	1	1	4.53e-48	1	3.76e-72	3.61e-72	1	1	1	1	4.12e-72	0	4.31e-70	9.68e-25	4.74e-131	1	1	1	2.45e-06	6.27e-93
464190062	0.00014	1.17e-10	1.07e-65	7.17e-80	1	1	4.75e-69	7.66e-13	8.54e-150	1.25e-87	1	1	6.81e-06	1	4.49e-47	4.59e-138	4.78e-28	1	3.2e-105	1	1	1	2.72e-12	1
465437363	0.000298	1	8.06e-54	3.46e-65	1	1	3.66e-49	1	7.97e-135	1.09e-53	1	1	1	1	5.66e-16	1.23e-179	3.98e-16	1	1.54e-79	1	1	1	2.72e-09	2.07e-21
466053999	3.57e-10	1	1	1.12e-77	0.000143	1	9.57e-52	1	1	1.92e-63	1	1	1	1	1	1	1e-83	1	1.89e-113	1	1	1	1	1.68e-122
466437760	5.8e-13	3.34e-34	3.11e-57	1.7e-82	1	1	7.1e-52	1	7.66e-118	6.87e-73	1	1	4.86e-06	1	4.39e-58	0	1.64e-80	8.58e-21	6.05e-138	1	1	1	1.73e-18	3.88e-75
466799995	1	1	1	1.89e-70	1	1	2.06e-44	1	1	4.94e-60	1	1	1	1	1	1	1	1	1	1	1	1	1	1
469325208	7.19e-13	1.93e-08	3.8e-93	4.62e-83	1	1	6.15e-52	1	9.39e-119	2.08e-73	1	1	1.84e-06	1	4.38e-56	0	7.19e-82	4.9e-20	2.29e-136	1	1	1	1.07e-14	6.29e-77
470565913	7.85e-12	1	2.12e-55	3.23e-69	1	1	1.86e-44	1	1.6e-132	4.87e-73	1	1	8.6e-06	1	5.25e-57	0	6.72e-76	7.8e-24	6.37e-134	1	1	1	3e-15	8.64e-63
470596094	1	1	6.35e-51	2.8e-65	1	1	2.84e-56	1	1.45e-107	8.05e-60	1	1	7.76e-06	1	8.75e-40	0	8.61e-55	9.01e-15	6.31e-169	1	1	1	1.93e-05	7.63e-53
471757129	6.66e-12	1	8.66e-59	1.19e-80	1	1	2.65e-58	1	2.5e-67	4.34e-71	1	1	1	1	1	5.04e-123	4.27e-63	1	1	1	1	1	1	1.74e-20
474147150	2.45e-25	1.52e-94	1.2e-163	1.26e-91	1.26e-91	0	1.05e-140	2.66e-158	0	2.39e-157	2.39e-157	9.99e-157	1.2e-91	0	5.43e-25	0	1.01e-65	5.59e-25	1.4e-96	1	1	1	1.58e-09	7.86e-55
474527801	2.09e-14	1.47e-20	6.23e-69	7.39e-87	7.39e-87	1	1.94e-68	6.68e-12	1.45e-176	1.13e-84	1.31e-78	1.11e-31	0.000677	1	9.07e-36	6.35e-108	1	1	1.96e-110	1	1	1	3.84e-15	3.62e-74
474632060	0.000171	1	2.27e-51	2.88e-60	1	1	3.74e-53	1	2.26e-140	5.69e-66	1	1	1	1	1	0	1	1	1	1	1	1	1	2.63e-22
474979468	1	1	1	5.05e-64	1	1	2.51e-41	1	1	9.39e-57	1	1	1	1	1	1	1	1	1	1	1	1	1	9.5e-11
476244545	2.7e-77	0	0	3.95e-162	1	0	3.39e-56	6.57e-134	2.51e-141	1.46e-88	1	2.02e-138	1.61e-82	0	1	1.06e-45	4.26e-74	1	1	8.86e-157	8.86e-157	1	1	1
